y,u-velocity
0.0,0.0
0.025000000000000001,-0.010049390955123695
0.050000000000000003,-0.020796327739214412
0.074999999999999997,-0.032067366667365912
0.10000000000000001,-0.043181924892047495
0.125,-0.053860535302082374
0.14999999999999999,-0.064159275141875444
0.17499999999999999,-0.074303921127225586
0.20000000000000001,-0.084498758938287996
0.22500000000000001,-0.09488633662095175
0.25,-0.10552796909067473
0.27500000000000002,-0.11641616509884396
0.29999999999999999,-0.1274723109456545
0.32500000000000001,-0.13854608837226931
0.34999999999999998,-0.14941006866670284
0.375,-0.15975982245339931
0.40000000000000002,-0.16921711315409282
0.42499999999999999,-0.17734074932135627
0.45000000000000001,-0.18364768031870005
0.47499999999999998,-0.18763821676549469
0.5,-0.18882321156815488
0.52500000000000002,-0.18676481552036348
0.55000000000000004,-0.1811190234724615
0.57499999999999996,-0.17163877231934785
0.59999999999999998,-0.15819345743626592
0.625,-0.14080924582242188
0.65000000000000002,-0.11960812255081806
0.67500000000000004,-0.094691080860627594
0.69999999999999996,-0.06621080988328984
0.72499999999999998,-0.034198806604668119
0.75,0.0017045785245331136
0.77500000000000002,0.042323087824536407
0.80000000000000004,0.088953494625474375
0.82499999999999996,0.14405148134732226
0.84999999999999998,0.21081191528236598
0.875,0.29349004143197571
0.90000000000000002,0.3958470106632504
0.92500000000000004,0.52147152852240086
0.94999999999999996,0.66873883540252321
0.97499999999999998,0.83324639875267636
1.0,1.0
